,Topic,Words,Frequency,Timestamp
1046,42,"desalination, arab, water, osmosis, desalinated",2,2016-12-31 00:00:00.000
1047,43,"flaps, wind, moment, bending, trailing",1,2016-12-31 00:00:00.000
1048,44,"eor, oil, captured, pln, pipelines",1,2016-12-31 00:00:00.000
1049,45,"scheduling, shop, job, manufacturing, algorithm",2,2016-12-31 00:00:00.000
1050,46,"ecological, ef, openness, algeria, growth",3,2016-12-31 00:00:00.000
1051,47,"electric, hdts, trucks, vehicles, vehicle",5,2016-12-31 00:00:00.000
1052,48,"cooking, pasta, hob, food, eta",2,2016-12-31 00:00:00.000
1053,49,"fisheries, ssfs, program, mexico, artisanal",1,2016-12-31 00:00:00.000
1054,51,"harmonisation, hydrogen, harmonised, protocol, misinterpretation",1,2016-12-31 00:00:00.000
1055,52,"bfg, burners, iron, steel, furnaces",3,2016-12-31 00:00:00.000
1056,53,"oceanix, virgin, plastix, plastic, plastics",2,2016-12-31 00:00:00.000
1057,55,"footprints, damage, indicators, family, resource",3,2016-12-31 00:00:00.000
1058,56,"proactive, anticipatory, strategy, accounting, risks",1,2016-12-31 00:00:00.000
1059,58,"waste, food, flw, retail, supermarket",4,2016-12-31 00:00:00.000
1060,60,"pz, mdea, pcc, mea, penalty",1,2016-12-31 00:00:00.000
1061,62,"charging, electric, ev, evs, fast",2,2016-12-31 00:00:00.000
1062,63,"iprp, pyrolysis, torrefaction, scrubbing, fast",2,2016-12-31 00:00:00.000
1063,64,"zno, photoactive, mediator, electrode, biophotovoltaics",1,2016-12-31 00:00:00.000
1064,65,"reforming, syngas, hydrogen, drm, capture",3,2016-12-31 00:00:00.000
1065,68,"conceptual, design, stamping, product, low",3,2016-12-31 00:00:00.000
1066,69,"cutting, milling, machining, roughing, machined",1,2016-12-31 00:00:00.000
1067,70,"hotels, hotel, signature, athens, ventilated",1,2016-12-31 00:00:00.000
1068,71,"batteries, battery, stationary, ion, lithium",1,2016-12-31 00:00:00.000
1069,72,"carbonation, aggregates, concrete, carbonate, slag",1,2016-12-31 00:00:00.000
1070,75,"refrigerator, refrigerants, refrigeration, ze, warming",2,2016-12-31 00:00:00.000
1071,77,"household, households, cap, tco, chinese",1,2016-12-31 00:00:00.000
1072,80,"lcsa, lca, iams, assessment, broadening",4,2016-12-31 00:00:00.000
1073,81,"protein, insect, insects, sources, livestock",2,2016-12-31 00:00:00.000
1074,82,"aquaculture, breeding, fish, selective, inbreeding",1,2016-12-31 00:00:00.000
1075,86,"cement, capture, concrete, looping, techno",4,2016-12-31 00:00:00.000
1076,88,"bioconversion, ads, anaerobic, digestion, ad",1,2016-12-31 00:00:00.000
1077,89,"port, chennai, ports, wpci, mitigation",1,2016-12-31 00:00:00.000
1078,91,"ecc, eccs, composites, engineered, cementitious",1,2016-12-31 00:00:00.000
1079,93,"railway, noise, rail, vibration, serbia",3,2016-12-31 00:00:00.000
1080,95,"lighting, illumination, pharmaceutical, led, dialux",3,2016-12-31 00:00:00.000
1081,96,"olive, oil, grove, farming, irrigated",2,2016-12-31 00:00:00.000
1082,98,"hemp, thermal, foamed, montmorillonite, hygric",3,2016-12-31 00:00:00.000
1083,99,"mra, transmission, electricity, model, plant",3,2016-12-31 00:00:00.000
1084,100,"shale, coal, leakage, gwp, gas",1,2016-12-31 00:00:00.000
1085,101,"irrigation, irrigated, corn, water, spain",1,2016-12-31 00:00:00.000
1086,105,"nfv, network, virtualization, packet, sdn",2,2016-12-31 00:00:00.000
1087,108,"optical, interconnects, board, bandwidth, tuning",1,2016-12-31 00:00:00.000
1088,112,"wastewater, treatment, mar, water, contaminants",3,2016-12-31 00:00:00.000
1089,113,"ontario, water, scarcity, intersecting, mix",1,2016-12-31 00:00:00.000
1090,117,"calculator, yupi, calculators, educational, argentina",1,2016-12-31 00:00:00.000
1091,118,"palm, oil, bunches, fruit, mill",2,2016-12-31 00:00:00.000
1092,121,"school, meals, schools, wf, menus",2,2016-12-31 00:00:00.000
1093,122,"cassava, starch, refinery, covered, generation",1,2016-12-31 00:00:00.000
1094,123,"software, guidelines, mobile, device, aware",1,2016-12-31 00:00:00.000
1095,125,"copying, temporary, delaying, paper, pulp",1,2016-12-31 00:00:00.000
1096,127,"extraction, rare, phosphor, recycling, waste",2,2016-12-31 00:00:00.000
1097,128,"ad, digestion, anaerobic, crops, ireland",2,2016-12-31 00:00:00.000
1098,130,"water, utilities, networks, nexus, distribution",1,2016-12-31 00:00:00.000
1099,131,"shipbuilding, eeme, engines, portfolio, selection",1,2016-12-31 00:00:00.000
1100,132,"dietary, diet, china, reductions, men",1,2016-12-31 00:00:00.000
1101,135,"furniture, wood, utilisation, economy, processing",2,2016-12-31 00:00:00.000
1102,137,"shanshan, northwestern, arid, water, inland",1,2016-12-31 00:00:00.000
1103,140,"aluminium, aluminum, perfluorocarbon, industry, sustenance",1,2016-12-31 00:00:00.000
1104,142,"obsolete, render, ceramics, kilns, friendly",1,2016-12-31 00:00:00.000
1105,143,"thermoelectric, laptop, thermoelectricity, heat, te",1,2016-12-31 00:00:00.000
1106,144,"trenchless, pipeline, freight, pipe, cut",1,2016-12-31 00:00:00.000
1107,147,"solidworks, cad, ansamble, product, whole",1,2016-12-31 00:00:00.000
1108,148,"settlements, reimagining, urban, shrinking, beyond",7,2016-12-31 00:00:00.000
1109,150,"fog, computing, iot, offloading, cloud",1,2016-12-31 00:00:00.000
1110,151,"wss, ningbo, criteria, mcsa, planning",1,2016-12-31 00:00:00.000
1111,152,"concrete, modern, admixture, productions, additive",1,2016-12-31 00:00:00.000
1112,155,"smart, awareness, metering, user, appliances",2,2016-12-31 00:00:00.000
1113,158,"steel, calculation, chinese, xun, jian",1,2016-12-31 00:00:00.000
1114,163,"variable, gwp, container, propagation, buxus",1,2016-12-31 00:00:00.000
1115,164,"roof, pv, greenhouses, kwp, greenhouse",1,2016-12-31 00:00:00.000
1116,-1,"energy, water, carbon, footprint, production",87,2017-07-01 14:24:00.000
1117,0,"crop, wheat, agricultural, tillage, variability",12,2017-07-01 14:24:00.000
1118,1,"milk, dairy, farm, farms, kg",25,2017-07-01 14:24:00.000
1119,2,"building, buildings, embodied, walling, ocf",8,2017-07-01 14:24:00.000
1120,3,"chain, supply, logistics, pooling, reverse",8,2017-07-01 14:24:00.000
1121,4,"inr, pv, million, microgrid, grid",3,2017-07-01 14:24:00.000
1122,5,"urban, city, cities, china, metabolism",8,2017-07-01 14:24:00.000
1123,7,"surf, jumbo, dinner, turf, footprint",1,2017-07-01 14:24:00.000
1124,8,"hcwa, rpc, concrete, pfa, strength",3,2017-07-01 14:24:00.000
1125,9,"tourism, tourist, accommodation, behaviours, tourists",3,2017-07-01 14:24:00.000
1126,11,"wastewater, treatment, kinmen, sludge, reclamation",3,2017-07-01 14:24:00.000
1127,12,"waste, msw, scenario, solid, recovery",3,2017-07-01 14:24:00.000
1128,13,"household, households, expenditure, ihcf, income",6,2017-07-01 14:24:00.000
1129,16,"campus, manit, university, arabia, saudi",2,2017-07-01 14:24:00.000
1130,17,"dietary, diet, diets, food, foods",3,2017-07-01 14:24:00.000
1131,18,"healthcare, care, health, public, criteria",3,2017-07-01 14:24:00.000
1132,19,"asphalt, wma, healing, cohesive, advera",1,2017-07-01 14:24:00.000
1133,21,"consumers, consumer, information, choice, biases",3,2017-07-01 14:24:00.000
1134,23,"sandwich, composites, damping, cork, expanded",1,2017-07-01 14:24:00.000
1135,25,"geopolymer, geopolymers, strength, mortars, repair",3,2017-07-01 14:24:00.000
1136,26,"wine, viticulture, vineyard, grapes, vineyards",3,2017-07-01 14:24:00.000
1137,27,"nanosheets, ecr, fundamentals, electrochemical, catalysis",1,2017-07-01 14:24:00.000
1138,29,"forest, epd, biogenic, declaration, construction",1,2017-07-01 14:24:00.000
1139,30,"border, rebates, crossing, union, fragmentation",1,2017-07-01 14:24:00.000
1140,31,"melting, lbm, crucible, laser, corrosion",3,2017-07-01 14:24:00.000
1141,34,"nonmetallic, mineral, turkey, electricity, uk",1,2017-07-01 14:24:00.000
1142,35,"sugarcane, ethanol, sugar, interpolation, idw",3,2017-07-01 14:24:00.000
1143,38,"education, instructors, chemistry, students, online",2,2017-07-01 14:24:00.000
1144,39,"nebulizer, inhaler, dose, mouthpiece, metered",2,2017-07-01 14:24:00.000
1145,40,"responsibility, justice, kong, hong, climate",1,2017-07-01 14:24:00.000
1146,42,"dsw, srb, desalination, segura, seawater",1,2017-07-01 14:24:00.000
1147,43,"wind, offshore, spare, gearbox, onshore",3,2017-07-01 14:24:00.000
1148,44,"atlas, kuwait, state, zour, shuaiba",1,2017-07-01 14:24:00.000
1149,45,"shop, job, mocc, algorithm, scheduling",2,2017-07-01 14:24:00.000
1150,47,"vehicle, pathways, vehicles, gasoline, electric",1,2017-07-01 14:24:00.000
1151,48,"labelling, fsc, gscnd, food, informs",1,2017-07-01 14:24:00.000
1152,49,"fmfo, fisheries, fishing, landings, marine",1,2017-07-01 14:24:00.000
1153,50,"lignocellulosic, cellulases, proteins, cellulose, sugars",1,2017-07-01 14:24:00.000
1154,53,"plastic, lean, injection, moulded, thinking",1,2017-07-01 14:24:00.000
1155,56,"disclosure, ccfs, firms, corporate, cdp",2,2017-07-01 14:24:00.000
1156,60,"ucg, coal, alternating, pks, injection",2,2017-07-01 14:24:00.000
1157,61,"pump, heater, heat, hpwh, pacific",1,2017-07-01 14:24:00.000
1158,63,"sa, gr, bio, nreu, succinic",1,2017-07-01 14:24:00.000
1159,65,"deactivation, sabatier, reactor, catalyst, ch",1,2017-07-01 14:24:00.000
1160,66,"nanofiltration, solvent, continuous, reagent, insitu",1,2017-07-01 14:24:00.000
1161,69,"machining, epitaxial, graphene, maturity, wafers",2,2017-07-01 14:24:00.000
1162,71,"lithium, ion, battery, secondary, industry",1,2017-07-01 14:24:00.000
1163,72,"carbonation, curing, cement, mgo, cfa",3,2017-07-01 14:24:00.000
1164,73,"aravind, cataract, phacoemulsification, surgery, kilograms",1,2017-07-01 14:24:00.000
1165,76,"mega, sporting, event, flp, events",1,2017-07-01 14:24:00.000
1166,80,"lci, thai, database, national, sets",1,2017-07-01 14:24:00.000
1167,82,"shrimp, kgco, white, aquaculture, feed",1,2017-07-01 14:24:00.000
1168,84,"cooler, cooling, recs, evaporative, bulb",1,2017-07-01 14:24:00.000
1169,96,"olive, oil, virgin, extra, permanent",1,2017-07-01 14:24:00.000
1170,98,"hemp, lime, insulation, building, thermal",1,2017-07-01 14:24:00.000
1171,100,"sng, shale, coal, china, gas",2,2017-07-01 14:24:00.000
1172,107,"denitrification, removal, nitritation, nitrous, nitrogen",3,2017-07-01 14:24:00.000
1173,109,"veterinary, telemedicine, rounds, tele, students",1,2017-07-01 14:24:00.000
1174,110,"biochar, tomato, feedstock, plant, residue",1,2017-07-01 14:24:00.000
1175,111,"transesterification, biodiesel, supercritical, algae, oils",1,2017-07-01 14:24:00.000
1176,112,"wastewater, treatment, rainwater, panels, bartin",1,2017-07-01 14:24:00.000
1177,113,"refdp, ogp, bau, water, withdrawal",1,2017-07-01 14:24:00.000
1178,116,"bricks, fly, ash, clay, brick",1,2017-07-01 14:24:00.000
1179,120,"impoundment, clearance, reservoir, hydropower, hydro",2,2017-07-01 14:24:00.000
1180,124,"aviation, public, biofuels, attitudes, biofuel",1,2017-07-01 14:24:00.000
1181,127,"zn, cu, secondary, metal, metals",1,2017-07-01 14:24:00.000
1182,128,"grams, biogasdoneright, biogas, marginal, biomethane",1,2017-07-01 14:24:00.000
1183,136,"vi, cr, chromite, ring, ferrochrome",1,2017-07-01 14:24:00.000
1184,143,"trec, grade, electrochemical, regenerative, thermally",1,2017-07-01 14:24:00.000
1185,147,"design, product, automobile, method, enumeration",1,2017-07-01 14:24:00.000
1186,152,"concrete, constructions, lines, concretes, material",1,2017-07-01 14:24:00.000
1187,154,"insulation, envelope, thermal, insulated, materials",1,2017-07-01 14:24:00.000
1188,157,"uf, urban, occupation, boston, annum",1,2017-07-01 14:24:00.000
1189,160,"dental, nhs, dentistry, england, care",1,2017-07-01 14:24:00.000
1190,166,"groundwater, irrigation, withdrawals, subsidy, drought",1,2017-07-01 14:24:00.000
1191,167,"dea, envelopment, eco, cf, joint",1,2017-07-01 14:24:00.000
1192,172,"chilean, surgery, teaching, preliminary, measuring",1,2017-07-01 14:24:00.000
1193,-1,"energy, carbon, water, footprint, emissions",188,2017-12-31 04:48:00.000
1194,0,"wheat, crop, maize, ha, agricultural",30,2017-12-31 04:48:00.000
1195,1,"milk, dairy, feed, farm, farms",36,2017-12-31 04:48:00.000
1196,2,"building, buildings, construction, design, life",27,2017-12-31 04:48:00.000
1197,3,"chain, supply, cold, logistics, problem",24,2017-12-31 04:48:00.000
1198,4,"grid, power, generation, renewable, system",22,2017-12-31 04:48:00.000
1199,5,"provinces, cities, china, urban, city",14,2017-12-31 04:48:00.000
1200,6,"cloud, computing, scheduling, centers, data",7,2017-12-31 04:48:00.000
1201,7,"nuclear, america, footprint, devil, stagnation",18,2017-12-31 04:48:00.000
1202,8,"concrete, voided, slab, strength, reinforced",5,2017-12-31 04:48:00.000
1203,9,"tourism, change, climate, tourist, destination",5,2017-12-31 04:48:00.000
1204,10,"travel, taxi, transportation, transport, urban",7,2017-12-31 04:48:00.000
1205,11,"sludge, wrrfs, wastewater, treatment, mixing",3,2017-12-31 04:48:00.000
1206,12,"waste, weee, management, municipal, collection",10,2017-12-31 04:48:00.000
1207,13,"household, households, slum, consumption, consequential",9,2017-12-31 04:48:00.000
1208,14,"networks, cellular, communication, network, wireless",7,2017-12-31 04:48:00.000
1209,15,"cns, polymers, muconic, fdca, acid",2,2017-12-31 04:48:00.000
1210,16,"university, campus, faculty, universities, professors",6,2017-12-31 04:48:00.000
1211,17,"diets, ghge, diet, dietary, quintile",1,2017-12-31 04:48:00.000
1212,18,"kilotonnes, care, health, australia, australian",1,2017-12-31 04:48:00.000
1213,19,"pavement, asphalt, wma, bof, slag",3,2017-12-31 04:48:00.000
1214,20,"latex, crl, rubber, fcl, glove",3,2017-12-31 04:48:00.000
1215,21,"labels, consumers, preferences, label, choice",2,2017-12-31 04:48:00.000
1216,22,"ureteroscope, graft, skin, hydrofiber, splints",3,2017-12-31 04:48:00.000
1217,25,"geopolymer, concrete, binders, binder, geopolymers",2,2017-12-31 04:48:00.000
1218,26,"wine, winegrowing, wines, branded, emas",4,2017-12-31 04:48:00.000
1219,27,"catalysts, dimethylether, formic, nanoscale, transformation",1,2017-12-31 04:48:00.000
1220,28,"decane, combustion, extinction, laminar, addition",1,2017-12-31 04:48:00.000
1221,29,"logging, forest, cork, biogenic, deadwood",3,2017-12-31 04:48:00.000
1222,30,"trade, output, input, mrio, tables",6,2017-12-31 04:48:00.000
1223,31,"laser, fatigue, lbw, alloys, deposition",3,2017-12-31 04:48:00.000
1224,32,"photovoltaic, silicon, pv, payback, pollutant",2,2017-12-31 04:48:00.000
1225,33,"hydration, volcanic, cement, nanosilica, ash",4,2017-12-31 04:48:00.000
1226,34,"africa, renewable, ret, australia, frogging",2,2017-12-31 04:48:00.000
1227,35,"sugarcane, ethanol, sugar, fungi, filamentous",4,2017-12-31 04:48:00.000
1228,36,"stone, soil, clay, columns, strength",6,2017-12-31 04:48:00.000
1229,37,"conference, flights, conferences, participant, connecting",2,2017-12-31 04:48:00.000
1230,38,"education, students, coursework, teaching, university",3,2017-12-31 04:48:00.000
1231,40,"pro, people, averaging, behavior, identity",3,2017-12-31 04:48:00.000
1232,42,"desalination, seawater, hydroponic, desalinated, water",5,2017-12-31 04:48:00.000
1233,43,"wind, drag, laminar, offshore, aircraft",2,2017-12-31 04:48:00.000
1234,44,"nanoparticles, foam, oil, recovery, stabilize",1,2017-12-31 04:48:00.000
1235,45,"scheduling, shop, algorithm, job, objective",6,2017-12-31 04:48:00.000
1236,46,"regulation, kuznets, ekc, run, ecological",1,2017-12-31 04:48:00.000
1237,48,"maltese, sfsc, juices, fu, food",2,2017-12-31 04:48:00.000
1238,49,"fisheries, fishing, anchovy, vessels, fishery",2,2017-12-31 04:48:00.000
1239,50,"abs, api, ispr, neurospora, apis",4,2017-12-31 04:48:00.000
1240,51,"liquid, fired, hydrogen, fuels, windpowered",1,2017-12-31 04:48:00.000
1241,52,"steel, steelmaking, capture, separation, iron",1,2017-12-31 04:48:00.000
1242,53,"pla, blisters, pbat, ldpe, plastics",2,2017-12-31 04:48:00.000
1243,54,"stomping, treading, lightly, clinics, tackling",3,2017-12-31 04:48:00.000
1244,56,"scope, ambition, protocol, compliance, cdp",1,2017-12-31 04:48:00.000
1245,57,"ict, ghge, contribution, phones, digital",2,2017-12-31 04:48:00.000
1246,58,"food, waste, disposal, quantification, wasted",5,2017-12-31 04:48:00.000
1247,59,"fish, brightness, scales, coating, printing",1,2017-12-31 04:48:00.000
1248,60,"gasification, coal, sng, cgtsng, equivalence",3,2017-12-31 04:48:00.000
1249,62,"grid, charging, wireless, inadvertent, triggers",1,2017-12-31 04:48:00.000
1250,64,"cuo, pec, inactivation, conducting, substrates",2,2017-12-31 04:48:00.000
1251,65,"reforming, syngas, drm, deprotonation, methane",3,2017-12-31 04:48:00.000
1252,66,"membrane, membranes, boron, meuf, kda",2,2017-12-31 04:48:00.000
1253,67,"turbine, orc, power, turbines, expander",2,2017-12-31 04:48:00.000
1254,68,"conflict, coordination, extenics, triz, design",1,2017-12-31 04:48:00.000
1255,69,"machining, cutting, cordless, drill, graphene",4,2017-12-31 04:48:00.000
1256,71,"lithium, battery, ion, batteries, lib",3,2017-12-31 04:48:00.000
1257,72,"clinker, sulfoaluminate, calcium, bauxite, sulfur",1,2017-12-31 04:48:00.000
1258,73,"intraocular, sterilization, surgery, cataract, cleaning",1,2017-12-31 04:48:00.000
1259,74,"dialysate, dialysis, hd, flux, hemodialysis",1,2017-12-31 04:48:00.000
1260,75,"refrigeration, ejector, supermarket, refrigerants, hfc",2,2017-12-31 04:48:00.000
1261,76,"stadium, spectators, sporting, collegiate, nhl",2,2017-12-31 04:48:00.000
1262,78,"transpiration, solar, steam, heavy, ions",1,2017-12-31 04:48:00.000
1263,81,"ulva, acids, ohnoi, paschima, chaugulii",1,2017-12-31 04:48:00.000
1264,82,"eutrophication, shrimp, culture, intensive, super",2,2017-12-31 04:48:00.000
1265,84,"aavs, fog, cooling, vaporizers, aav",2,2017-12-31 04:48:00.000
1266,86,"scms, concrete, supplementary, expansion, cementitious",1,2017-12-31 04:48:00.000
